0,0.718699,0.720588,0.72549,0.089861
1,0.739837,0.720588,0.754902,0.184861
2,0.739837,0.720588,0.754902,0.264344
3,0.765854,0.764706,0.77451,0.294542
4,0.765854,0.764706,0.77451,0.31222
5,0.765854,0.764706,0.77451,0.42093
6,0.765854,0.764706,0.77451,0.451056
7,0.765854,0.764706,0.77451,0.371864
8,0.777236,0.720588,0.754902,0.382837
9,0.777236,0.720588,0.754902,0.411745
10,0.777236,0.720588,0.754902,0.430397
11,0.777236,0.720588,0.754902,0.460856
12,0.782114,0.779412,0.813725,0.488892
13,0.782114,0.779412,0.813725,0.515906
14,0.782114,0.779412,0.813725,0.565009
15,0.782114,0.779412,0.813725,0.627518
16,0.82439,0.779412,0.833333,0.658239
17,0.82439,0.779412,0.833333,0.696536
18,0.82439,0.779412,0.833333,0.711121
19,0.82439,0.779412,0.833333,0.730426
20,0.82439,0.779412,0.833333,0.772731
21,0.82439,0.779412,0.833333,0.803719
22,0.82439,0.779412,0.833333,0.840026
23,0.82439,0.779412,0.833333,0.866304
24,0.82439,0.779412,0.833333,0.90214
25,0.82439,0.779412,0.833333,0.933722
26,0.82439,0.779412,0.833333,0.974825
27,0.82439,0.779412,0.833333,1.00643
28,0.82439,0.779412,0.833333,1.03985
29,0.82439,0.779412,0.833333,1.07628
30,0.82439,0.779412,0.833333,1.13217
31,0.82439,0.779412,0.833333,1.13738
32,0.82439,0.779412,0.833333,1.17758
33,0.82439,0.779412,0.833333,1.20602
34,0.82439,0.779412,0.833333,1.25307
35,0.82439,0.779412,0.833333,1.2797
36,0.82439,0.779412,0.833333,1.31932
37,0.82439,0.779412,0.833333,1.37331
38,0.82439,0.779412,0.833333,1.41394
39,0.82439,0.779412,0.833333,1.43044
40,0.82439,0.779412,0.833333,1.46767
41,0.82439,0.779412,0.833333,1.49396
42,0.82439,0.779412,0.833333,1.53119
43,0.82439,0.779412,0.833333,1.57051
44,0.842276,0.794118,0.843137,1.59889
45,0.842276,0.794118,0.843137,1.63104
46,0.842276,0.794118,0.843137,1.66501
47,0.842276,0.794118,0.843137,2.06091
48,0.842276,0.794118,0.843137,2.66402
49,0.842276,0.794118,0.843137,1.95519
