0,0.875,0.75,0.6,0.000416
1,0.916667,1,1,0.000481
2,0.916667,1,1,0.000557
3,0.916667,1,1,0.000594
4,0.916667,1,1,0.000636
5,0.916667,1,1,0.000776
6,0.916667,1,1,0.000697
7,0.916667,1,1,0.001032
8,0.916667,1,1,0.001096
9,0.916667,1,1,0.001094
