0,0.718699,0.720588,0.72549,0.00971
1,0.739837,0.720588,0.754902,0.014401
2,0.739837,0.720588,0.754902,0.018624
3,0.765854,0.764706,0.77451,0.023001
4,0.765854,0.764706,0.77451,0.028162
5,0.765854,0.764706,0.77451,0.032068
6,0.765854,0.764706,0.77451,0.036172
7,0.765854,0.764706,0.77451,0.040129
8,0.777236,0.720588,0.754902,0.052229
9,0.777236,0.720588,0.754902,0.055447
10,0.777236,0.720588,0.754902,0.058737
11,0.777236,0.720588,0.754902,0.059992
12,0.782114,0.779412,0.813725,0.066399
13,0.782114,0.779412,0.813725,0.075311
14,0.782114,0.779412,0.813725,0.073825
15,0.782114,0.779412,0.813725,0.076359
16,0.82439,0.779412,0.833333,0.090217
17,0.82439,0.779412,0.833333,0.086598
18,0.82439,0.779412,0.833333,0.097028
19,0.82439,0.779412,0.833333,0.101084
20,0.82439,0.779412,0.833333,0.10107
21,0.82439,0.779412,0.833333,0.117994
22,0.82439,0.779412,0.833333,0.117362
23,0.82439,0.779412,0.833333,0.125982
24,0.82439,0.779412,0.833333,0.125111
25,0.82439,0.779412,0.833333,0.134613
26,0.82439,0.779412,0.833333,0.137253
27,0.82439,0.779412,0.833333,0.141004
28,0.82439,0.779412,0.833333,0.142726
29,0.82439,0.779412,0.833333,0.151064
30,0.82439,0.779412,0.833333,0.158647
31,0.82439,0.779412,0.833333,0.156127
32,0.82439,0.779412,0.833333,0.170248
33,0.82439,0.779412,0.833333,0.167572
34,0.82439,0.779412,0.833333,0.179551
35,0.82439,0.779412,0.833333,0.177079
36,0.82439,0.779412,0.833333,0.188585
37,0.82439,0.779412,0.833333,0.177056
38,0.82439,0.779412,0.833333,0.197698
39,0.82439,0.779412,0.833333,0.197972
40,0.82439,0.779412,0.833333,0.210779
41,0.82439,0.779412,0.833333,0.203956
42,0.82439,0.779412,0.833333,0.215744
43,0.82439,0.779412,0.833333,0.220045
44,0.842276,0.794118,0.843137,0.22823
45,0.842276,0.794118,0.843137,0.234091
46,0.842276,0.794118,0.843137,0.236374
47,0.842276,0.794118,0.843137,0.242112
48,0.842276,0.794118,0.843137,0.245986
49,0.842276,0.794118,0.843137,0.254614
