0,0.679825,0.68,0.522727,0.015046
1,0.688596,0.6,0.5,0.020644
2,0.688596,0.6,0.5,0.026343
3,0.688596,0.6,0.5,0.033514
4,0.688596,0.6,0.5,0.039462
5,0.688596,0.6,0.5,0.045436
6,0.688596,0.6,0.5,0.052383
7,0.688596,0.6,0.5,0.058952
8,0.688596,0.6,0.5,0.066237
9,0.688596,0.6,0.5,0.068806
10,0.701754,0.72,0.704545,0.078992
11,0.701754,0.72,0.704545,0.084535
12,0.701754,0.72,0.704545,0.090862
13,0.701754,0.72,0.704545,0.097389
14,0.701754,0.72,0.704545,0.102548
15,0.701754,0.72,0.704545,0.109539
16,0.701754,0.72,0.704545,0.120697
17,0.701754,0.72,0.704545,0.122531
18,0.701754,0.72,0.704545,0.128764
19,0.701754,0.72,0.704545,0.13443
20,0.701754,0.72,0.704545,0.141626
21,0.701754,0.72,0.704545,0.147453
22,0.701754,0.72,0.704545,0.153713
23,0.701754,0.72,0.704545,0.163405
24,0.701754,0.72,0.704545,0.166074
25,0.710526,0.72,0.704545,0.174495
26,0.710526,0.72,0.704545,0.178591
27,0.710526,0.72,0.704545,0.188267
28,0.710526,0.72,0.704545,0.192125
29,0.710526,0.72,0.704545,0.201743
30,0.710526,0.72,0.704545,0.204382
31,0.710526,0.72,0.704545,0.224646
32,0.710526,0.72,0.704545,0.217851
33,0.710526,0.72,0.704545,0.224101
34,0.710526,0.72,0.704545,0.230809
35,0.710526,0.72,0.704545,0.2536
36,0.710526,0.72,0.704545,0.243365
37,0.710526,0.72,0.704545,0.251502
38,0.710526,0.72,0.704545,0.255794
39,0.710526,0.72,0.704545,0.263141
40,0.710526,0.72,0.704545,0.264615
41,0.710526,0.72,0.704545,0.27156
42,0.710526,0.72,0.704545,0.273787
43,0.710526,0.72,0.704545,0.282796
44,0.710526,0.72,0.704545,0.292062
45,0.710526,0.72,0.704545,0.298544
46,0.710526,0.72,0.704545,0.30276
47,0.710526,0.72,0.704545,0.312123
48,0.710526,0.72,0.704545,0.318043
49,0.710526,0.72,0.704545,0.319019
